fecha,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
2018-12-10,0.00047835003448661885,0.0022184569501353876,0.00010314103744255274,0.0006646370926383627,0.0006309802909816046,0.00021707014684113762,0.020388064837816938,0.00014205483902437268,0.010783993770268889,0.005954161896792748,0.007871186616421763,0.00010550907599968163,0.08299716411583966,0.00047694672393103904,0.0002476171444050798,5.629517250372367e-05,0.024172353004039956,0.04357687673731363,2.595549859639233e-05,0.0002016263928353148,0.0005069216059678803,0.027709245591198597,9.41280796916047e-06,0.004847366341259842,0.006217896995911582,0.06704065188244163,0.028622184665084666,0.006514480326798715,0.0003533532712628546,0.00018232266063089792,0.0013120398549159844,0.01915074694112217,0.000203340057046924,0.0034356601606510195,0.0041000873740562865,0.08754434874510261,0.00019949932136444044,7.946148281474106e-05,0.003558156755218541,0.02460208068123736,0.0005815270204271644,0.0006368612299150091,0.0019210292688612422,0.163177562117802,4.511766518175032e-06,0.11987688165207089,0.01309418151555352,0.00013847521743713757,0.0002755961747678685,0.033696215784023036,0.10343158243844888,0.012763371144083362,0.00013450573208109346,4.958425110186233e-05,0.01666118109624113,0.016502431414511493,0.0024404192603425003,0.00022288739110819334,1.692934287052931e-05,0.023271938471383084,0.0004691179464580566,0.0007004374760193134,0.002107143156167075,0.0003239302314366317
2018-12-26,0.0003537193679486786,0.0017383497147146908,0.00012635890481482652,0.0006984937291733651,0.0004814029535829125,0.00023295367629783416,0.013454144285352479,0.00039080459044162264,0.009613838114223923,0.004684961353337378,0.007112870298332726,0.00014772679687850132,0.06729002056019968,0.002114331842952906,0.00044906480818902855,0.00014661807748810496,0.034286462762073915,0.054845382054057444,2.6990697620498526e-05,0.00020188022762370259,0.0007518329569358159,0.05146268966716758,9.788224745978941e-06,0.002922875539738828,0.008966385104093146,0.04965287967501968,0.032313387795816745,0.00449425980481743,0.00041445636635676893,0.00024405831845499785,0.0012728270271395357,0.005004932149348796,0.00022855807368821532,0.007389023841974504,0.0026891594451064465,0.13528876353694735,0.00022387318432208115,7.759860604132673e-05,0.003951153944671531,0.0333819449733769,0.0007655299647929137,0.0009027377625957046,0.0023679206138532954,0.1485157103466483,4.691712061477328e-06,0.1396994459590796,0.012426631347525592,0.0001785973313240468,0.0003158315343648552,0.02318730020344224,0.0762839998131479,0.009310480200051933,0.00013264431841646888,6.106425958141696e-05,0.0155040160605131,0.012219417328790358,0.004319053095419843,0.0002884643898236713,1.7604546205701118e-05,0.008420813279998659,0.0004512686916769411,0.0005628895656593361,0.002750205909933746,0.002176858714025008
2018-12-27,0.00021719620648643937,0.001236462826976953,0.00017226992073694314,0.0008296229057687036,0.0003510932721283998,0.0002483234708305099,0.004502127902676231,0.0006201214869765478,0.006815586604738237,0.003423867246136496,0.005103741274249096,0.00019002410375311836,0.09229931785689476,0.003458034635095558,0.0006173481382815994,0.00025567418795068275,0.038285406466055896,0.07276041450751425,2.8424285525702332e-05,0.00017913645860257704,0.0008944481204222245,0.07483846590160073,1.0308117962766158e-05,0.00065668896353522,0.010146902712689837,0.03236340630091915,0.029130988466616645,0.0024314565010834285,0.0004751760443068613,0.0002907383284892896,0.001253136292096175,0.00026293728673195977,0.0003842895926979439,0.010434049823854983,0.0009136524985868872,0.16770073780311423,0.0002590088939075693,7.139812553668551e-05,0.003562848037645359,0.03854380502950336,0.000864766286251839,0.001043630026067402,0.002354898325681772,0.13971526467213044,4.940908349791291e-06,0.12890548037120272,0.00948416286872934,0.00021407190208488726,0.0002976218494127592,0.012449633656893198,0.03740956648615589,0.0056642561745639955,0.00013669294984515614,7.292036668021192e-05,0.024076488812839497,0.006084357769695069,0.01156964375668923,0.00032782931598530484,1.853959667649471e-05,0.0033772093060058135,0.00046519892347512287,0.0003993803010091039,0.005017300886524037,0.003827507888370881
2018-12-28,0.00011940869499244222,0.0006391536057164435,0.00023778671681223246,0.0008318114992759396,0.00019131837556491597,0.00026430336282869934,0.0024667738012551094,0.000800848604999707,0.003962899378225815,0.0017407032767942044,0.0029676241246991866,0.00020748307297482226,0.10841680332905361,0.0047308477452188856,0.0007354378270171622,0.00040637276313330536,0.0406760044214365,0.10523941825675336,2.8794952590073187e-05,0.0001381768487546112,0.0010141337243290932,0.08479058450594958,1.0442541036337946e-05,0.003826058388601399,0.009009853684285519,0.03322149789541459,0.020821661966657603,5.325983920838314e-05,0.0004967268550717319,0.0002820592055511433,0.0014590747091581026,0.0002424802321480925,0.0005183700375284716,0.015108331414783235,0.0008862054968519307,0.17384851967801282,0.0002700043057689444,7.498749874667754e-05,0.0027271994409851226,0.036933002150480905,0.000862924718273281,0.00098352278945944,0.0020072970392587862,0.13008694058839854,5.0053402944988025e-06,0.09496655647314516,0.005974802967937289,0.00023679752611831077,0.00023176033738161696,9.99597755157869e-05,0.019478259504575712,0.001281037144360084,0.00012573386676958246,0.0034877710436801808,0.02866430926862764,0.004135790459016986,0.031133303262522068,0.00031878316140357605,3.0704979595883126e-05,0.00204348380022054,0.0005607873076250404,0.000187463903607795,0.007188249773962939,0.005512330739582574
2019-01-02,9.889027847136562e-05,0.000676241546852584,0.0002900618445930831,0.0007955782776813017,0.00014005382215519192,0.00025414656492826694,0.00011600947501640072,0.0008325072542005682,0.0006496601850505708,0.0021072300822715146,0.00048129971708809656,0.0002032580784181892,0.13867508814345664,0.0051811292726055115,0.0007187338330715976,0.000500498269050031,0.03812248640938898,0.13281195947999408,2.8952917126132772e-05,9.781795924420517e-05,0.0010150540794628274,0.0748526652106294,1.0499827157748576e-05,0.0066070131734204144,0.006293795985160911,0.03800755911108379,0.012596381473151497,5.35520142263778e-05,0.00047398464538684016,0.00023834674203299748,0.0015182001413926547,0.0002139734074735553,0.0005930830574085876,0.01711780516957926,0.000768034310535393,0.18527037854237782,0.0002538212252324804,7.524911052035003e-05,0.0017788624512980072,0.029493450088452097,0.02159193401857335,0.0007765387594023586,0.0016167929057663189,0.11525440041425193,5.032798796295863e-06,0.056456629124415236,0.0019129449278144734,0.00023731203141545934,0.00015729396109370896,0.00010554570873082309,0.0012722719445173703,0.0010251564806833284,0.00013803034695727438,0.006444704000847305,0.027474609130708275,0.0015416025880610653,0.047199418546042135,0.0002670089301920973,4.1160643597478926e-05,0.0004917500723377593,0.0008381841220336166,0.00014332069013352474,0.008717793290680757,0.006277251386300756
2019-01-03,0.00011833352430341273,0.0006350230523040144,0.0003244822172371644,0.0008020483248061159,0.00013674398803935328,0.00023510554405491762,0.00013215410988491496,0.0007078598387323807,0.0005716791643370398,0.002284528741190574,0.0003294758777738603,0.00017367676142377656,0.15255278661487168,0.004518025892291166,0.0005924208455899852,0.000510200109934378,0.0279709653511966,0.14094142324350675,2.8511860587406186e-05,6.923149880822372e-05,0.0008693518365797167,0.05149058447710263,1.0339877215459543e-05,0.009415090985454752,0.003503748773565775,0.05702304818520489,0.0028487456548753082,8.260356082392362e-05,0.00041143540754274953,0.00018317585877986788,0.0016838066286375705,0.0002050348873098805,0.0005684414499049392,0.015173481257084976,0.0005728449707895409,0.2206990951100476,0.0002883820764127928,8.457764661162861e-05,0.000754056369674743,0.01712479128135286,0.039431961083363644,0.0005225195246203615,0.0009748925548520454,0.1219782025091325,4.956131260256876e-06,0.009826815120896447,0.0008864679902029582,0.00020215793487927586,7.18210955855663e-05,0.00017403332246067766,0.0011218691617376222,0.0006943453018490572,0.00013616344231078152,0.00933305898885796,0.021441017752356642,0.0011484224541656153,0.05929595582793377,0.00018092069586904202,5.1008469028964515e-05,0.00045332924399448584,0.001097635175358333,0.00011754658936825302,0.00849885717989774,0.005728729594172725
2019-01-04,0.00012671748502206915,0.002215550977999419,0.00032443468111984484,0.0008421355431281506,0.00016163025613584182,0.00021707469503019132,0.0001295977807871798,0.0005010228092956864,0.0004952373679704226,0.0022031261724926895,0.0005987961397015055,0.00014375160792690227,0.14002389699522408,0.0031158168702843437,0.0004013811711889244,0.00043419229012776016,0.019553363854926745,0.12323829719294742,4.2969128107438186e-05,5.905075929199907e-05,0.0006905795914225123,0.027649167842451243,1.0292112343631567e-05,0.010634468436537928,0.00027627791195728325,0.06744513858169855,0.0029946754407030713,0.0001082921400383591,0.0003961000218192301,0.00016437020925216258,0.001565998874812342,0.00018876916977524178,0.0004560258275003633,0.010524199591959117,0.0005138732394730673,0.2804772399524395,0.0003843836440243892,8.86522418595119e-05,0.0007080493946924719,0.012730297320565428,0.05699926641536405,0.00019760580053825434,0.0007810712407387338,0.11617073846686045,4.933236503435697e-06,0.005265116274092029,0.0007795975846954313,0.00016475220664700422,5.750847207845349e-05,0.0002700144356419428,0.0008369647622455317,0.000621403260213823,0.00013944413869099593,0.010557160004904273,0.013868790412079356,0.006743553546282236,0.06052753785427383,0.00013078030662529004,5.5238136472696434e-05,0.00044843399220700154,0.0012685399710519036,0.00010363086803801738,0.006942090798226206,0.004230932491495143
2019-01-07,0.00011726024680216704,0.0035621888268237774,0.0002793166428694314,0.000995487204747719,0.00018976667306925228,0.00019937838899534595,0.00010894586388515077,0.00029312887113131756,0.00043155886614685136,0.005588910781060433,0.007032721162289494,0.00010120552072554084,0.11726163735499477,0.0016803762145371198,0.00019515903729494646,0.0003572616003776893,0.011359187062303091,0.09025110095148278,5.519578210106713e-05,4.684149797610599e-05,0.0005165393994331285,0.0002023384633859598,1.0132485076533044e-05,0.009393240588140441,0.00020636807845509682,0.06715319197619003,0.0027024901561635514,0.0001441078684437297,0.00033219470967638776,0.00019849729335207907,0.0011947348461859644,0.00018009261514568284,0.0002796335925874,0.005783415059606847,0.00044864702957433635,0.39710688932464694,0.0004828988297319095,8.353132891895046e-05,0.0006286466587947255,0.0066644601192659796,0.0643897034985417,0.0029984526895245893,0.0005899072587399398,0.11201784998483091,4.856723632734148e-06,1.1077245463159944e-05,0.0006750379833219094,0.000125647082212181,6.785809966415606e-05,0.0003579569300114693,0.0008043200373997995,0.0004778852805323844,0.00012724252083598622,0.009322029565666133,0.004283465249276579,0.011672612116789837,0.04861806931723773,8.352649462931027e-05,7.311859531480026e-05,0.0003997152415370426,0.0012815460757818952,0.0001261582434732204,0.005112156064340743,0.0025611287288520904
2019-01-08,9.508597978084036e-05,0.004848639814792722,0.00020567252748455932,0.0010941854659413325,0.0003608028990237637,0.00018258341285760135,9.155034341702312e-05,0.00012089298231029839,0.00042914892977492347,0.01984645412973952,0.015964110755462172,0.00018701543084105135,0.08667094220630206,5.254562031043314e-05,6.216876552389393e-05,0.00023644569861359571,0.001806019578569827,0.052506423636384365,7.685946389780444e-05,4.514132258330737e-05,0.0003601702418919685,0.000256054098881349,9.76471285447883e-06,0.00657044404826716,0.00016407071609276404,0.05609642465478959,0.00213496258425871,0.00020390919470074983,0.0003291021135534986,0.00023009557078153517,0.0007807672656102902,0.00016322852052812564,0.00016694174191197225,0.0003831262570103389,0.003220913270204271,0.5021091532266694,0.0005571574393637584,7.154037254390959e-05,0.0005827628013667432,0.00995919349794305,0.05675689058641493,0.005415683815589647,0.00034564268937867807,0.1027135637915451,4.6804422931789926e-06,1.0675181887693987e-05,0.0005461139083659535,0.00010994758905935857,7.556356950167654e-05,0.0004055382279415231,0.0007748438134258556,0.000502232125445788,0.00010485880369137051,0.006431547214135759,0.00249868001162204,0.0169238046244404,0.03194078824615629,9.066325892334036e-05,9.211917246682301e-05,0.000318189557587412,0.0011520200292761229,0.00017596801210010386,0.002774130743423453,0.0006033832924927579
2019-01-09,7.188094857193866e-05,0.005445711641622553,0.0001295641948688171,0.0010871066247308294,0.006660933726147631,0.00017154277466915576,6.967560380348303e-05,0.0001190251348972545,0.0005386986952011769,0.04137215185516988,0.024192141932471097,0.000254042523509312,0.05052061351930701,4.994631838232026e-05,5.909343039339269e-05,0.00022383865001422538,0.0015750872731296179,0.03599073160530286,0.00010097019112624485,4.2908292958095055e-05,0.0003599282017565244,0.0003088293332572126,9.28167665088727e-06,0.0036676853163557076,0.00018042784840547498,0.03633587481957749,0.007389243704074877,0.00023588190454124438,0.00030231483843530256,0.00023015497831939408,0.00043113937243542845,0.00014685877853137073,5.352570731454506e-05,0.0003753405775232229,0.005659305477428198,0.5799780803505723,0.0005818689900691815,5.8750765748368684e-05,0.0005808603345038338,0.011754528011097375,0.03908891878871775,0.007832538123186525,0.0003238874944649595,0.0901327747224343,4.448912384402455e-06,1.0147107031983719e-05,0.0005497563702005402,0.00013280180624117204,8.242027747624073e-05,0.00039155541554868593,0.000744435058746504,0.000487217265687809,7.354451726269345e-05,0.00347829423465365,0.0004723689085040566,0.01923093844142409,0.01433476903388896,9.677302259320781e-05,0.00010893190272943864,0.0002631374974996623,0.0008671084886763794,0.00022463277047637503,0.0024197592989307526,0.0013332946183650753
